,close_high,close_left,close_left_and_high,close_right,close_right_and_high,clubName,high_centre,high_left,high_right,low_centre,low_left,low_right,player,player_id,saves
282,0,1,0,0,0,Portland Timbers,0,0,1,0,0,0,Ryan Pore,41544,0
283,0,0,0,0,0,Chivas USA,0,0,0,0,0,0,Trevor Spangenberg,180811,0
284,0,0,0,1,0,LA Galaxy,0,0,1,0,1,0,Gregg Berhalter,8782,0
285,4,13,0,11,2,Atlanta United FC,5,9,21,27,27,17,Jeff Larentowicz,41551,0
286,1,0,0,1,0,Atlanta United FC,1,0,1,1,1,0,Michael Parkhurst,41552,0
287,1,0,0,0,1,Colorado Rapids,3,2,2,2,0,1,James Riley,41553,0
288,1,0,0,0,0,New York Red Bulls,2,0,0,1,0,1,Tim Ream,82514,0
289,0,0,0,0,0,New York Red Bulls,0,0,0,0,0,0,Ethan Kutler,234067,0
290,0,0,0,0,0,New England Revolution,0,0,0,0,0,0,Brad Knighton,41556,0
291,0,0,0,1,0,New England Revolution,2,2,0,5,1,0,Andy Dorman,41557,0
292,2,4,2,1,2,Houston Dynamo,6,2,7,11,10,9,Eric Alexander,82518,0
293,2,1,0,3,1,Houston Dynamo,2,5,0,2,3,3,Jose Leonardo Ribeiro da Silva,82519,0
294,11,13,2,7,3,Chicago Fire,9,14,32,20,26,16,Vitor Gomes Pereira Junior,82521,0
295,0,1,0,0,0,San Jose Earthquakes,0,1,2,2,3,1,Joey Gjertsen,82523,0
296,0,0,0,2,0,San Jose Earthquakes,0,1,3,1,2,0,Marvell Wynne,41564,0
297,0,1,0,0,0,Sporting Kansas City,0,0,0,0,0,0,Korede Aiyegbusi,82525,0
298,4,4,1,5,1,Sporting Kansas City,3,9,5,5,9,5,Seth Sinovic,82526,0
299,1,2,0,1,1,New England Revolution,1,1,2,3,0,4,Zack Schilawski,82528,0
300,0,0,0,1,0,Montreal Impact,1,0,0,0,0,1,Sinisa Ubiparipovic,41569,0
301,0,2,0,0,1,New England Revolution,1,0,4,2,1,2,Zak Boggs,82530,0
302,0,0,0,2,0,Philadelphia Union,0,3,4,1,2,0,José Kléberson Pereira,12899,0
303,0,3,0,1,0,LA Galaxy,2,2,2,4,1,3,Todd Dunivant,41573,0
304,2,6,1,6,0,Toronto FC,7,3,7,24,27,23,Jozy Altidore,41574,0
305,3,6,2,2,0,New York Red Bulls,2,7,9,5,11,9,Dane Richards,41575,0
306,0,0,0,0,0,D.C. United,0,0,0,0,0,0,Samuel Inkoom,66153,0
307,0,0,0,1,0,Portland Timbers,0,0,0,1,0,0,Andres Flores Mejia,98925,0
308,0,2,1,1,2,Philadelphia Union,0,3,3,5,2,4,Maurice Edu,41587,0
309,1,6,1,7,0,Sporting Kansas City,3,9,5,14,5,8,Paulo Nagamura,41590,0
310,0,0,0,0,0,New York City FC,0,0,0,0,0,0,Cédric Hountondji,168567,0
311,1,0,0,0,0,Houston Dynamo,2,1,4,1,0,1,Luis Garrido,119572,0
312,1,1,0,1,0,LA Galaxy,0,1,0,1,0,1,Christian Wilhelmsson,17479,0
313,0,0,1,0,0,Columbus Crew SC,1,1,2,1,2,1,Álvaro Rey,90747,0
314,2,0,0,2,0,New York City FC,0,1,0,1,2,0,Adam Nemec,45692,0
315,0,0,0,0,0,New York Red Bulls,0,0,0,0,0,0,Bouna Coundoul,41598,0
316,1,3,1,3,0,Los Angeles Football Club,2,10,3,7,4,3,Jordan Harvey,41599,0
317,0,3,0,5,0,LA Galaxy,1,2,2,0,1,1,Dan Gargan,41600,0
318,0,0,0,0,0,FC Dallas,0,0,0,0,0,0,Ema Twumasi,443009,0
319,2,6,0,1,1,FC Dallas,2,2,7,7,4,6,David Ferreira,33410,0
320,1,0,0,1,1,FC Dallas,0,1,2,0,1,1,Stephen Keel,41603,0
321,6,11,0,12,0,Houston Dynamo,2,7,15,20,12,21,Omar Cummings,41604,0
322,6,6,0,9,0,Atlanta United FC,2,9,9,20,15,15,Jacob Peterson,41605,0
323,2,5,0,3,1,Real Salt Lake,1,3,3,4,3,4,Chris Wingert,41606,0
324,0,0,0,2,0,FC Dallas,1,1,1,0,0,2,Ugo Ihemelu,41607,0
325,0,1,0,0,0,Chicago Fire,0,0,0,1,0,0,Rodrigo de Oliveira Ramos,209382,0
326,8,4,3,5,1,Chicago Fire,5,17,14,16,12,16,Nick LaBrocca,41610,0
327,1,0,0,7,0,LA Galaxy,3,2,0,3,4,4,Colin Clark,41611,0
328,1,1,0,1,0,New York Red Bulls,1,0,4,2,1,5,Kosuke Kimura,41612,0
329,1,1,0,0,0,Columbus Crew SC,0,2,1,0,0,1,Agustín Viana,62096,0
330,1,0,0,0,0,New England Revolution,0,2,0,1,2,0,Juan Carlos Toja,41620,0
331,0,0,0,0,0,D.C. United,0,1,0,3,1,1,Marcelo Saragosa,41621,0
332,0,2,0,0,0,FC Dallas,1,0,2,1,0,0,Ramon Nunez,41623,0
333,0,2,0,4,0,San Jose Earthquakes,0,2,2,6,2,2,Clarence Goodson,41624,0
334,3,2,1,11,0,Houston Dynamo,2,8,1,9,5,6,Jose Arturo Alvarez Hernandez,41625,0
335,2,11,0,10,2,Chicago Fire,2,9,15,11,14,15,Dax McCarty,41626,0
336,7,7,0,7,1,Toronto FC,6,9,7,13,10,9,Drew Moor,41627,0
337,0,0,0,0,0,Real Salt Lake,0,0,0,1,1,0,Blake Wagner,41632,0
338,7,21,1,14,2,Montreal Impact,7,12,31,68,28,44,Dominic Oduro,41633,0
339,1,0,0,0,0,New York Red Bulls,0,1,0,0,1,1,Anthony Wallace,41634,0
340,0,1,0,0,1,D.C. United,0,0,0,1,0,0,Markus Halsti,49829,0
341,0,0,0,0,0,Portland Timbers,0,0,0,0,1,0,Kevin Goldthwaite,41644,0
342,1,0,0,0,1,Chicago Fire,2,2,0,1,1,1,Patrick Ianni,41645,0
343,0,0,0,1,1,New England Revolution,0,0,0,0,1,1,Ryan Cochrane,41646,0
344,15,37,5,39,4,San Jose Earthquakes,21,28,39,106,71,75,Chris Wondolowski,41647,0
345,0,1,0,0,0,New York Red Bulls,0,0,0,1,0,0,Omer Damari,74416,0
346,1,4,0,7,0,Toronto FC,3,2,3,7,10,10,Víctor Vázquez,49841,0
347,0,0,0,1,0,Houston Dynamo,0,0,1,2,1,1,Mike Chabala,41650,0
348,1,4,0,4,1,Colorado Rapids,2,5,5,9,5,3,Jaime Castrillon,33459,0
349,0,1,0,0,0,Chivas USA,0,0,0,0,0,0,Adolfo Bautista,12981,0
350,0,0,0,3,0,Portland Timbers,0,2,0,3,2,0,Cristhian Paredes,217784,0
351,0,0,0,0,0,Montreal Impact,0,0,0,0,0,0,Shavar Thomas,41657,0
352,0,0,0,0,0,New York Red Bulls,0,0,0,0,0,0,Michael Bustamante,152250,0
353,0,0,0,1,0,Chicago Fire,1,0,2,1,1,2,Ty Harden,41660,0
354,5,7,0,3,0,Columbus Crew SC,2,1,8,10,11,5,Adam Jahn,152253,0
355,0,5,0,4,0,Chicago Fire,1,2,3,11,8,3,Michael de Leeuw,66238,0
356,0,5,0,5,1,Toronto FC,4,3,1,6,8,16,Robbie Findley,41666,0
357,4,18,1,10,1,Chicago Fire,7,13,18,40,17,21,Alan Gordon,41667,0
358,0,1,0,1,0,Houston Dynamo,0,1,7,2,2,2,Nathan Sturgis,41668,0
359,1,0,0,5,0,D.C. United,2,3,3,6,4,5,Josh Wolff,12998,0
360,0,0,0,1,1,Philadelphia Union,0,0,1,0,0,0,Steven Vitória,66249,0
361,0,0,0,0,0,Colorado Rapids,0,0,0,0,0,0,Brenton Griffiths,152267,0
362,0,0,0,0,0,Atlanta United FC,0,0,0,0,0,0,Kyle Reynish,41678,0
363,0,0,0,1,0,Seattle Sounders FC,0,1,0,0,0,2,Darwin Jones,172751,0
364,0,0,0,1,0,Chicago Fire,0,0,0,0,0,0,Grant Lillard,234193,0
365,2,1,0,7,0,New York City FC,4,1,1,2,5,5,Mehdi Ballouchy,41682,0
366,0,0,0,0,0,FC Dallas,0,0,0,0,0,0,Jack Stewart,41683,0
367,0,1,0,0,0,Minnesota United FC,0,0,0,0,0,0,Vadim Demidov,49876,0
368,3,6,0,5,0,Minnesota United FC,7,3,5,9,4,6,Johan Venegas,180606,0
369,0,0,0,0,0,Portland Timbers,0,0,1,0,0,1,Taylor Peay,172758,0
370,1,2,1,5,0,Chivas USA,1,1,3,2,5,3,Paolo Cardozo,94936,0
371,0,0,0,0,0,Vancouver Whitecaps FC,0,0,0,0,0,0,Spencer Richey,172761,0
372,1,3,0,2,1,Seattle Sounders FC,5,3,5,14,7,8,Cristian Roldan,172762,0
373,1,2,0,0,0,New York Red Bulls,1,1,0,1,0,0,Ibrahim Sekagya,33499,0
374,0,1,0,0,0,Real Salt Lake,0,1,0,0,0,1,Justin Schmidt,172764,0
375,0,0,0,0,0,Columbus Crew SC,1,0,0,0,0,0,Leandre Griffit,17117,0
376,0,0,0,0,0,Chivas USA,0,0,1,0,2,0,,41698,0
377,0,0,0,0,0,Toronto FC,0,0,0,0,0,0,,152292,0
378,0,1,0,0,0,Vancouver Whitecaps FC,0,0,1,0,1,0,Jun Marques Davidson,111333,0
379,0,1,1,1,0,Philadelphia Union,0,3,2,4,3,3,Leonardo Fernandes,152294,0
380,10,6,1,14,1,Orlando City SC,5,8,12,26,14,16,Sacha Kljestan,41703,0
381,0,0,0,0,0,New York Red Bulls,0,1,0,1,1,0,Manolo Sánchez,131817,0
382,0,0,0,0,0,Toronto FC,0,0,1,0,0,1,Jason Hernandez,41707,0
383,0,0,1,2,0,New York City FC,1,1,4,2,1,2,Anton Tinnerholm,66284,0
384,0,0,0,0,0,Chivas USA,0,0,0,0,0,0,Carlos Borja,41711,0
385,0,0,0,1,0,Montreal Impact,0,0,0,0,1,0,Kyle Fisher,131824,0
386,1,3,0,2,1,Houston Dynamo,1,3,1,1,3,1,Jared Watts,131833,0
387,0,1,0,0,0,New York City FC,0,0,1,1,3,2,Sean Okoli,131836,0
388,0,0,0,1,0,D.C. United,0,0,0,0,0,0,Jalen Robinson,131839,0
389,5,5,1,2,2,LA Galaxy,3,2,7,9,7,10,Jermaine Jones,17152,0
390,1,2,0,0,0,Minnesota United FC,0,1,1,2,1,0,Collin Martin,131841,0
391,0,2,0,2,0,D.C. United,1,3,7,1,1,1,John Thorrington,8963,0
392,0,0,0,1,0,Colorado Rapids,0,2,2,0,1,3,Shane O'Neill,118230,0
393,0,0,0,0,0,FC Dallas,0,0,1,1,0,0,Anton Nedyalkov,123657,0
394,0,0,0,2,0,Colorado Rapids,0,0,0,0,2,1,Kortne Ford,234251,0
395,2,4,1,1,0,Orlando City SC,2,5,8,4,2,2,Sebastian Hines,37644,0
396,1,1,0,2,0,New England Revolution,1,0,1,1,1,1,Blair Gavin,82701,0
397,1,1,0,0,0,New York City FC,0,0,0,1,1,0,Kwame Watson-Siriboe,82703,0
398,1,3,0,1,0,San Jose Earthquakes,0,1,1,0,0,0,Nana Attakora,41744,0
399,0,0,0,0,0,Vancouver Whitecaps FC,0,0,0,0,0,0,,49937,0
400,0,0,0,0,0,Chivas USA,0,0,0,1,0,0,John Valencia,111379,0
401,0,0,0,0,0,Chivas USA,0,0,0,0,0,0,Marvin Iraheta,111380,0
402,0,0,0,0,0,New York Red Bulls,0,0,1,0,0,1,Tommy Redding,181013,0
403,0,0,0,0,0,Houston Dynamo,2,0,4,1,1,2,Alexander López,119574,0
404,0,1,0,1,0,Colorado Rapids,1,2,3,1,1,1,Bismark Boateng,116185,0
405,0,0,0,0,0,Colorado Rapids,0,0,0,0,0,0,Sam Hamilton,234266,0
406,0,1,1,0,0,Orlando City SC,0,1,0,1,1,0,Stéfano Souza Pinho,152278,0
407,0,0,0,0,0,San Jose Earthquakes,0,0,0,0,0,0,Harold Cummings,99103,0
408,0,2,1,0,0,Toronto FC,2,0,2,2,4,1,Armando Cooper,99107,0
409,2,1,0,0,0,Houston Dynamo,0,1,1,0,0,1,Adolfo Machado,99108,0
410,0,0,0,0,0,New England Revolution,0,0,0,0,0,1,Mamadu Cande,221990,0
411,1,9,1,4,3,D.C. United,2,3,7,12,5,7,Lionard Pajoy,111401,0
412,3,2,0,4,1,San Jose Earthquakes,5,7,1,9,5,1,Anibal Godoy,99117,0
413,0,0,0,5,1,Real Salt Lake,1,0,1,4,3,6,Corey Baird,197422,0
414,2,3,0,1,1,Minnesota United FC,1,2,1,3,0,5,Francisco Calvo,99122,0
415,0,0,0,0,0,New York Red Bulls,0,0,0,0,0,1,Justin Bilyeu,197427,0
416,2,2,0,2,0,Chicago Fire,1,1,4,4,4,1,Matt Polster,197428,0
417,1,0,0,1,0,Colorado Rapids,0,1,1,0,0,0,Mekeil Williams,77961,0
418,2,6,0,7,0,Sporting Kansas City,8,1,9,10,6,7,Soony Saad,101172,0
419,0,0,0,0,0,New York City FC,0,0,0,0,0,0,Andoni Iraola,17216,0
420,0,0,0,0,0,Sporting Kansas City,0,0,0,0,0,0,Emiliano Amor,200844,0
421,0,0,0,0,0,Portland Timbers,0,0,0,0,1,0,Victor Arboleda,205623,0
422,4,9,0,10,0,Orlando City SC,7,6,10,17,13,15,Ricardo Izecson Dos Santos Leite,13135,0
423,2,0,0,2,0,Colorado Rapids,0,2,2,3,7,7,Conor Doyle,86864,0
424,0,0,0,1,0,Houston Dynamo,0,0,0,0,0,0,Joseph Holland,123053,0
425,3,7,1,2,0,Houston Dynamo,2,13,2,8,14,11,Vicente Sánchez,33618,0
426,0,1,0,1,0,Philadelphia Union,0,0,0,0,0,0,,50003,0
427,0,5,0,12,2,Philadelphia Union,6,0,5,21,20,20,Charlie Davies,42532,0
428,7,5,0,3,1,Seattle Sounders FC,4,5,3,9,7,13,Álvaro Fernández,54106,0
429,0,2,0,2,1,Montreal Impact,1,1,3,4,1,7,Kyle Bekker,140123,0
430,0,0,0,3,1,Orlando City SC,3,0,0,3,2,0,Chris Mueller,234345,0
431,3,0,0,6,4,Sporting Kansas City,5,4,4,11,12,7,Dániel Sallói,213866,0
432,0,0,0,0,0,New York Red Bulls,0,0,1,0,0,0,John Rooney,50027,0
433,0,0,0,0,0,LA Galaxy,0,1,1,0,0,0,Michael Ciani,37740,0
434,0,0,0,0,0,Philadelphia Union,0,0,0,0,0,0,Matthew Jones,149650,0
435,5,1,1,1,0,LA Galaxy,0,1,1,2,3,2,Daniel Steres,111473,0
436,0,1,0,1,0,Chicago Fire,0,1,1,3,0,0,Johan Kappelhof,86898,0
437,1,1,0,0,0,Orlando City SC,0,1,5,1,3,3,Julio César Pereira Baptista,17268,0
438,0,0,0,0,0,Orlando City SC,0,0,1,1,0,2,Lamine Sané,60906,0
439,0,0,0,0,0,Toronto FC,0,1,0,0,0,0,Danleigh Borman,50047,0
440,1,3,0,5,0,Montreal Impact,1,1,0,5,6,1,Saphir Taïder,82752,0
441,2,1,0,0,0,Houston Dynamo,2,1,2,3,1,1,Eric Brunner,50050,0
442,0,0,0,0,0,Philadelphia Union,0,0,0,0,0,0,,205699,0
443,5,12,0,8,1,New York Red Bulls,6,10,13,9,9,7,Aurélien Collin,45959,0
444,2,13,0,6,1,D.C. United,4,12,20,20,13,14,Patrick Nyarko,50056,0
445,0,0,0,0,0,Portland Timbers,0,0,0,0,0,0,Peter Lowry,50057,0
446,1,1,1,0,0,D.C. United,0,0,2,1,1,2,Stephen King,50058,0
447,1,0,0,1,0,Chicago Fire,0,0,0,3,2,0,,17291,0
448,2,8,1,4,0,Toronto FC,6,6,9,8,10,8,Justin Braun,50062,0
449,1,3,0,1,0,Columbus Crew SC,2,2,7,8,6,6,Dan Paladini,50065,0
450,0,1,0,0,0,D.C. United,0,0,0,0,0,1,Bill Hamid,82834,0
451,9,11,1,12,1,Vancouver Whitecaps FC,6,23,21,18,14,18,Dane Brekken Shea,50067,0
452,1,6,0,1,1,Orlando City SC,3,5,7,8,10,7,Eric Avila,50069,0
453,0,1,0,2,0,Chicago Fire,0,0,2,1,1,2,Shaun Maloney,9110,0
454,0,1,0,0,0,Toronto FC,0,1,0,1,0,0,Andy Iro,50072,0
455,0,0,0,0,0,Portland Timbers,0,0,0,0,0,0,Ryan Miller,50073,0
456,0,0,0,0,0,Sporting Kansas City,0,0,0,0,0,0,Tim Melia,86938,0
457,2,12,1,10,1,San Jose Earthquakes,8,5,13,23,18,14,Steven Lenhart,50075,0
458,0,0,1,0,0,Philadelphia Union,1,1,0,0,3,0,Corben Bone,82844,0
459,4,0,0,2,0,Los Angeles Football Club,0,5,0,1,2,5,Steven Beitashour,82845,0
460,0,0,0,3,0,FC Dallas,2,6,3,1,3,2,Zach Loyd,82846,0
461,1,3,1,1,1,Philadelphia Union,1,3,4,6,1,0,Fabio Alves Macedo,132000,0
462,8,10,1,5,1,San Jose Earthquakes,4,2,17,15,20,10,Shea Salinas,50081,0
463,1,2,0,1,0,Columbus Crew SC,1,0,1,0,0,1,Julius James,50082,0
464,0,7,0,4,0,Colorado Rapids,1,3,1,3,3,2,Juan Ramírez,98459,0
465,0,0,0,0,0,Vancouver Whitecaps FC,0,0,1,0,0,0,,50084,0
466,0,1,0,1,1,New England Revolution,1,0,0,0,1,0,Pat Phelan,50085,0
467,0,1,0,2,0,Columbus Crew SC,1,0,0,0,2,0,Alex Crognale,234406,0
468,3,4,0,4,2,Houston Dynamo,2,6,4,5,3,7,Geoff Cameron,50089,0
469,0,0,0,0,0,Minnesota United FC,0,0,0,0,0,0,Justin Davis,111530,0
470,0,5,0,1,0,Columbus Crew SC,1,5,4,4,5,10,Aaron Schoenfeld,111531,0
471,1,1,0,0,0,Chicago Fire,1,0,0,2,1,1,Joao Diogo Serpa Meira,149661,0
472,0,0,0,0,0,Houston Dynamo,0,0,0,0,0,0,Kevin Garcia,111536,0
473,0,0,0,1,1,Toronto FC,0,0,0,0,0,0,Auro Alvaro da Cruz Junior,172981,0
474,4,2,3,6,1,Portland Timbers,1,2,8,6,2,9,Chance Myers,50102,0
475,0,1,0,0,0,Portland Timbers,0,0,1,0,1,2,Rauwshan McKenzie,50104,0
476,8,12,7,17,4,Sporting Kansas City,3,16,6,20,11,8,Roger Espinoza,50105,0
477,0,0,0,0,0,Vancouver Whitecaps FC,0,0,0,0,0,1,Jonathan Leathers,50107,0
478,0,1,0,2,0,Chicago Fire,1,1,0,1,0,2,Rafael Ramos,181180,0
479,0,0,0,0,0,San Jose Earthquakes,0,0,0,0,0,0,Ceasar Diaz Pizzaro,111550,0
480,0,0,0,0,0,D.C. United,0,0,0,0,0,1,Chris Odoi-Atsem,234432,0
481,3,8,2,6,1,Colorado Rapids,3,9,6,16,16,12,Shkelzen Gashi,41921,0
482,1,2,1,0,0,New York Red Bulls,1,10,1,2,6,2,Kemar Lawrence,170827,0
483,8,12,1,9,3,D.C. United,10,12,20,41,32,25,Sebastien Le Toux,37828,0
484,0,0,0,0,0,Vancouver Whitecaps FC,0,0,0,0,1,0,Greg Klazura,111561,0
485,0,0,0,0,0,LA Galaxy,0,0,0,1,0,0,Frankie Hejduk,5066,0
486,0,1,0,0,0,Columbus Crew SC,2,1,1,1,3,1,Cedrick Mabwati,78795,0
487,0,0,0,0,0,LA Galaxy,0,0,0,0,0,0,Bryan Jordan,50125,0
488,2,3,0,0,0,Real Salt Lake,0,3,6,1,3,3,Brandon McDonald,50126,0
489,0,2,0,0,0,New York City FC,1,1,4,2,4,2,Alexander Ring,88909,0
490,0,0,0,1,0,New England Revolution,0,0,0,0,0,1,Mkhokheli Dube,50128,0
491,8,17,0,16,2,Portland Timbers,6,16,16,48,35,34,Fanendo Adi,95186,0
492,8,9,0,12,1,LA Galaxy,6,9,15,35,24,33,Landon Donovan,5075,0
493,4,3,0,2,0,Houston Dynamo,1,7,2,3,1,2,Abdoulie Mansally,50132,0
494,3,0,1,3,1,Montreal Impact,4,4,1,6,7,6,Hassoun Camara,37846,0
495,1,1,0,2,0,New York Red Bulls,0,1,0,0,2,2,Ronald Zubar,37847,0
496,0,1,0,2,1,Real Salt Lake,1,0,8,7,5,5,Tony Beltran,50136,0
497,7,5,1,5,1,Real Salt Lake,3,9,8,8,1,5,Jámison Olave,50137,0
498,1,3,0,1,0,New England Revolution,2,1,3,8,5,5,Cristian Penilla,153082,0
499,6,6,1,4,0,Real Salt Lake,5,9,6,4,4,4,David Horst,50143,0
500,0,0,0,0,0,Portland Timbers,0,0,0,0,0,0,Jeanderson Salvador Pereira,181223,0
501,1,1,0,0,0,Los Angeles Football Club,0,0,2,2,1,1,Eduard Atuesta,232274,0
502,0,0,0,0,0,Chicago Fire,0,0,0,0,0,0,Patrick Doody,201712,0
503,5,5,0,3,0,LA Galaxy,2,8,6,9,7,8,Robbie Rogers,39080,0
504,0,0,0,0,0,Chivas USA,0,0,0,0,0,0,,82931,0
505,0,0,0,2,0,New England Revolution,0,1,2,0,3,0,Monsef Zerka,37877,0
506,0,0,0,0,0,New York City FC,0,2,0,1,2,1,,152566,0
507,1,4,0,1,0,San Jose Earthquakes,0,0,3,2,4,2,Magnus Eriksson,66553,0
508,1,1,2,8,0,New England Revolution,2,6,9,7,6,6,Jalil Anibaba,95228,0
509,1,0,0,2,0,Chicago Fire,0,2,1,1,2,3,,95229,0
510,1,0,0,0,0,LA Galaxy,0,1,0,2,2,0,Pat Noonan,33790,0
511,0,0,0,0,0,Chicago Fire,0,0,0,0,0,0,Victor Pineda,95232,0
512,1,1,0,0,0,New England Revolution,0,1,0,0,0,0,Franco Coria,95233,0
513,0,0,0,0,0,LA Galaxy,0,1,0,0,0,0,Nathan Smith,186539,0
514,5,0,1,4,0,New England Revolution,3,2,2,6,4,2,Jerry Bengtson,99332,0
515,0,0,0,0,0,FC Dallas,0,0,0,1,1,1,Jacori Hayes,226309,0
516,0,0,1,0,0,Chivas USA,1,1,0,0,2,2,Victor Estupiñán,95238,0
517,0,1,0,0,0,Chicago Fire,0,0,0,0,0,0,Jon Bakero,226311,0
518,2,4,1,5,2,D.C. United,7,4,17,16,13,14,Marcelo Sarvas,71852,0
519,1,0,0,0,0,D.C. United,0,0,0,1,0,0,Conor Shanosky,95247,0
520,1,9,2,9,0,Seattle Sounders FC,6,9,9,12,10,8,Chad Marshall,33808,0
521,2,4,1,4,1,Toronto FC,2,3,5,1,2,3,Nick Hagglund,132113,0
522,0,0,0,0,0,San Jose Earthquakes,1,0,0,1,0,0,Andrés Imperiale,58410,0
523,1,2,0,0,0,D.C. United,1,5,2,0,0,4,Chris Korb,95253,0
524,3,2,1,3,0,FC Dallas,1,1,8,0,1,3,Hendry Thomas,66583,0
525,0,0,0,0,0,Portland Timbers,0,0,0,0,0,0,Frederick Braun,95256,0
526,4,6,0,9,0,Seattle Sounders FC,6,9,8,6,6,12,Michael Farfan,95257,0
527,0,1,1,0,0,Portland Timbers,0,2,2,3,2,0,Chris Klute,132122,0
528,5,2,0,5,1,LA Galaxy,1,4,6,2,2,1,Servando Carrasco,95259,0
529,0,0,0,0,0,Orlando City SC,0,0,0,1,0,0,Leonardo Pereira,173084,0
530,6,26,4,7,4,Atlanta United FC,9,14,24,33,26,20,Darlington Nagbe,95261,0
531,1,0,0,1,1,D.C. United,0,0,2,2,4,1,Ian Harkes,226308,0
532,4,9,0,13,0,Columbus Crew SC,4,5,19,22,23,18,Ricardo Clark,33823,0
533,0,0,0,0,0,New England Revolution,0,1,0,1,0,0,Joshua Smith,246817,0
534,0,0,0,0,0,Chivas USA,2,0,0,0,0,1,Josue Soto,95267,0
535,0,0,0,1,0,Toronto FC,0,0,1,0,0,0,Ryan Richter,95269,0
536,1,3,1,1,0,Colorado Rapids,0,3,4,5,3,4,Sam Nicholson,132134,0
537,2,12,1,10,0,D.C. United,8,12,7,25,14,18,Jairo Arrieta,115752,0
538,0,0,0,0,0,Houston Dynamo,0,0,0,2,1,0,Alex Dixon,95273,0
539,0,0,0,0,0,Toronto FC,0,0,0,0,1,0,Ahmed Kantari,37930,0
540,0,2,0,1,0,San Jose Earthquakes,0,1,5,2,0,3,Kofi Sarkodie,95275,0
541,0,0,0,0,0,Colorado Rapids,0,1,0,0,0,0,Zac MacMath,95276,0
542,1,4,0,1,1,LA Galaxy,1,8,3,7,7,8,Perry Kitchen,95277,0
543,12,18,1,14,7,Real Salt Lake,8,18,23,45,52,32,Joao Plata,95278,0
544,0,0,0,0,0,FC Dallas,0,2,0,3,1,0,Moises Hernandez,95279,0
545,1,3,0,2,0,FC Dallas,4,2,6,3,5,5,Victor Ulloa,95280,0
546,0,0,0,0,0,Philadelphia Union,0,0,0,0,0,0,Brian Sylvestre,95281,0
547,0,0,0,0,0,FC Dallas,0,1,0,1,0,0,Jonathan Top,95282,0
548,2,2,1,3,0,Vancouver Whitecaps FC,1,1,0,2,2,3,Omar Salgado,95283,0
549,6,17,2,13,3,New England Revolution,12,12,21,49,40,31,Diego Fagundez,95284,0
550,3,6,2,7,0,Sporting Kansas City,4,8,2,7,8,4,Jimmy Medranda,169013,0
551,2,1,0,3,0,Colorado Rapids,1,0,4,5,3,5,Jack McBean,95287,0
552,0,1,0,0,0,Chivas USA,0,2,1,3,3,6,Marcos Mondaini,95290,0
553,0,0,0,0,0,D.C. United,0,0,0,0,0,0,,95291,0
554,0,0,0,0,0,Sporting Kansas City,0,0,0,0,0,0,Scott Lorenz,95293,0
555,1,1,0,2,1,Toronto FC,0,5,0,6,5,2,Nick Soolsma,95294,0
556,0,0,0,0,0,New York Red Bulls,0,0,0,0,0,0,Carl Robinson,1087,0
557,0,0,0,0,0,Portland Timbers,0,0,0,0,0,0,Jake Gleeson,95297,0
558,0,0,0,0,0,Chicago Fire,0,0,0,0,0,0,Richard Sánchez,95298,0
559,1,3,1,0,0,FC Dallas,1,0,1,2,2,1,Mílton Rodríguez,33452,0
560,0,2,0,0,0,Columbus Crew SC,1,0,1,0,1,0,Luis Argudo,422981,0
561,4,4,0,3,2,Atlanta United FC,6,3,4,17,23,13,Josef Martínez,111686,0
562,1,0,0,1,0,Montreal Impact,0,0,2,1,0,1,Jukka Raitala,62535,0
563,0,0,0,0,1,Orlando City SC,1,0,1,0,1,4,Bryan Rochez,193610,0
564,0,1,1,1,0,Colorado Rapids,0,1,4,0,0,1,Tyrone Marshall,15585,0
565,0,0,0,0,0,Houston Dynamo,0,0,0,0,0,0,Joe Willis,95309,0
566,0,0,0,0,1,Chicago Fire,0,0,0,3,0,1,Florent Sinama-Pongolle,13394,0
567,7,24,1,11,6,FC Dallas,10,10,29,44,26,40,Fabian Castillo,95316,0
568,1,2,1,6,0,Philadelphia Union,1,5,1,0,3,7,Jorge Perlaza,95317,0
569,0,0,1,0,0,Portland Timbers,0,0,1,0,1,0,Brian Umony,95318,0
570,0,1,0,0,0,Columbus Crew SC,0,0,0,0,0,0,Konrad Warzycha,95319,0
571,0,0,0,1,2,Chicago Fire,0,4,1,7,4,5,Kevin Ellis,95320,0
572,11,19,2,20,2,Philadelphia Union,11,19,18,64,36,41,Charles Kwabena Sapong,95321,0
573,0,0,0,0,0,Chicago Fire,0,0,0,0,0,1,Djordje Mihailovic,246874,0
574,1,0,0,1,0,Toronto FC,0,0,1,2,1,0,Ryan Telfer,250972,0
575,0,0,0,1,0,Chicago Fire,0,3,1,2,0,1,Héctor Joya,132189,0
576,0,0,0,0,0,Chivas USA,0,1,0,0,0,3,Ante Jazic,34320,0
577,1,0,0,0,0,Minnesota United FC,0,0,0,2,0,0,Michael Boxall,95330,0
578,0,0,0,0,0,New England Revolution,1,0,0,0,0,0,Bilal Duckett,95332,0
579,1,0,0,0,0,San Jose Earthquakes,0,0,0,0,0,0,Jaime Alas,98921,0
580,7,13,0,10,0,Montreal Impact,8,14,20,43,31,44,Ignacio Piatti,37996,0
581,0,0,0,0,0,Vancouver Whitecaps FC,0,1,0,0,0,0,Marco Bustos,173165,0
